UID,Year,CropCode,pctcov
375052,2010,24,0.384
375052,2011,24,0.322
375052,2012,1,0.325
375052,2013,24,0.363
375052,2014,24,0.333
375052,2015,61,0.34
375052,2016,24,0.363
375052,2017,24,0.338
375052,2018,61,0.336
375052,2019,24,0.345
375052,2020,1,0.338
375057,2006,61,0.95
375057,2007,24,0.966
375057,2008,4,0.966
375057,2009,61,0.965
375057,2010,24,0.965
375057,2011,4,0.553
375057,2012,61,0.952
375057,2013,24,0.965
375057,2014,4,0.929
375057,2015,61,0.966
375057,2016,24,0.968
375057,2017,4,0.963
375057,2018,61,0.744
375057,2019,24,0.923
375057,2020,1,0.485
375060,2006,1,0.973
375060,2007,1,1
375060,2008,1,0.982
375060,2009,1,0.99
375060,2010,1,0.991
375060,2011,1,0.991
375060,2012,1,0.989
375060,2013,5,0.935
375060,2014,1,0.987
375060,2015,1,0.979
375060,2016,1,0.991
375060,2017,1,0.991
375060,2018,1,0.99
375060,2019,1,0.996
375060,2020,1,0.992
375061,2006,61,0.388
375061,2007,24,0.663
375061,2008,61,0.617
375061,2009,24,0.865
375061,2010,61,0.345
375061,2011,24,0.811
375061,2012,1,0.42
375061,2013,24,0.816
375061,2014,1,0.842
375061,2015,24,0.543
375061,2016,24,0.558
375061,2017,1,0.888
375061,2018,61,0.547
375061,2019,24,0.508
375061,2020,1,0.703
375063,2006,61,0.887
375063,2007,24,0.407
375063,2008,61,0.736
375063,2009,24,0.826
375063,2010,61,0.625
375063,2011,24,0.835
375063,2012,24,1
375063,2013,61,0.947
375063,2014,24,0.981
375063,2015,1,0.928
375063,2016,61,0.945
375063,2017,24,0.984
375063,2018,1,0.945
375063,2019,61,0.947
375063,2020,24,0.979
375066,2006,520,0.515
375066,2007,520,0.952
375066,2008,520,0.888
375066,2009,520,0.96
375066,2010,520,0.959
375066,2011,520,0.972
375066,2012,520,0.963
375066,2013,520,0.962
375066,2014,520,0.964
375066,2015,520,0.962
375066,2016,520,0.962
375066,2017,520,0.962
375066,2018,520,0.962
375066,2019,520,0.949
375066,2020,520,0.949
375071,2006,61,0.769
375071,2007,24,0.804
375071,2008,1,0.888
375071,2009,61,0.918
375071,2010,24,0.856
375071,2011,1,0.924
375071,2012,61,0.883
375071,2013,24,0.913
375071,2014,1,0.906
375071,2015,61,0.918
375071,2016,24,0.914
375071,2017,61,0.902
375071,2018,24,0.906
375071,2019,24,0.955
375071,2020,1,0.97
375074,2006,1,0.946
375074,2007,1,0.916
375074,2008,1,0.969
375074,2009,1,0.988
375074,2010,1,0.99
375074,2011,1,0.983
375074,2012,1,0.991
375074,2013,1,0.961
375074,2014,1,0.965
375074,2015,1,0.972
375074,2016,1,0.98
375074,2017,1,0.978
375074,2018,1,0.975
375074,2019,1,0.992
375074,2020,1,0.986
375075,2006,4,0.643
375075,2007,61,0.599
375075,2008,24,0.883
375075,2009,24,0.517
375075,2010,61,1
375075,2011,24,0.984
375075,2012,1,0.987
375075,2013,61,0.796
375075,2014,24,0.959
375075,2015,1,0.935
375075,2016,61,0.914
375075,2017,24,0.959
375075,2018,1,0.942
375075,2019,61,0.91
375075,2020,24,0.922
375079,2006,24,0.927
375079,2007,1,0.873
375079,2008,61,0.967
375079,2009,24,0.957
375079,2010,1,0.907
375079,2011,61,0.947
375079,2012,24,0.975
375079,2013,1,0.959
375079,2014,61,0.947
375079,2015,24,0.972
375079,2016,61,0.952
375079,2017,24,0.971
375079,2018,1,0.928
375079,2019,1,0.941
375079,2020,4,0.904
375084,2006,24,0.681
375084,2007,24,0.953
375084,2008,4,0.911
375084,2009,61,0.902
375084,2010,24,0.877
375084,2011,4,0.965
375084,2012,1,0.932
375084,2013,24,0.968
375084,2014,61,0.894
375084,2015,24,0.966
375084,2016,1,0.965
375084,2017,4,0.922
375084,2018,61,0.97
375084,2019,24,0.97
375084,2020,1,0.966
375100,2006,4,0.744
375100,2007,1,0.436
375100,2008,24,0.968
375100,2009,24,0.987
375100,2010,1,0.946
375100,2011,1,0.96
375100,2012,1,0.783
375100,2013,24,0.972
375100,2014,1,0.93
375100,2015,4,0.578
375100,2016,24,0.998
375100,2017,4,0.99
375100,2018,1,0.945
375100,2019,1,0.936
375100,2020,24,0.924
375104,2006,61,0.802
375104,2007,24,0.737
375104,2008,1,0.85
375104,2009,1,0.816
375104,2010,61,0.498
375104,2011,236,0.379
375104,2012,4,0.861
375104,2013,61,0.832
375104,2014,24,0.858
375104,2015,4,0.619
375104,2016,61,0.867
375104,2017,24,0.866
375104,2018,1,0.876
375104,2019,1,0.917
375104,2020,1,0.899
375105,2006,61,0.833
375105,2007,520,0.954
375105,2008,520,0.953
375105,2009,520,0.638
375105,2010,520,0.965
375105,2011,520,0.978
375105,2012,520,0.985
375105,2013,520,0.951
375105,2014,24,0.8
375105,2015,1,0.861
375105,2016,1,0.921
375105,2017,1,0.839
375105,2018,1,0.964
375105,2019,1,0.983
375105,2020,1,0.987
375107,2006,24,0.553
375107,2007,520,0.465
375107,2008,1,0.674
375107,2009,61,0.83
375107,2010,24,0.643
375107,2011,1,0.82
375107,2012,61,0.592
375107,2013,24,0.937
375107,2014,1,0.598
375107,2015,61,0.721
375107,2016,24,0.781
375107,2017,4,0.851
375107,2018,1,0.888
375107,2019,1,0.825
375107,2020,1,0.883
375113,2006,61,0.474
375113,2007,520,0.548
375113,2008,5,0.446
375113,2009,24,0.84
375113,2010,1,0.833
375113,2011,1,0.606
375113,2012,1,0.629
375113,2013,24,0.704
375113,2014,24,0.896
375113,2015,1,0.718
375113,2016,24,0.927
375113,2017,61,0.599
375113,2018,24,0.999
375113,2019,1,0.988
375113,2020,1,1
375115,2006,1,0.565
375115,2007,1,0.789
375115,2008,1,0.712
375115,2009,1,0.958
375115,2010,1,0.857
375115,2011,1,0.851
375115,2012,1,0.662
375115,2013,1,0.797
375115,2014,4,0.687
375115,2015,1,0.845
375115,2016,61,0.626
375115,2017,24,0.704
375115,2018,1,0.956
375115,2019,1,0.852
375115,2020,1,0.852
375116,2006,1,0.816
375116,2007,61,0.768
375116,2008,24,0.965
375116,2009,1,0.956
375116,2010,61,0.874
375116,2011,24,0.96
375116,2012,1,0.956
375116,2013,61,0.894
375116,2014,24,0.946
375116,2015,1,0.963
375116,2016,61,0.935
375116,2017,24,0.967
375116,2018,24,0.969
375116,2019,1,0.96
375116,2020,61,0.956
375118,2006,61,0.689
375118,2007,24,0.82
375118,2008,4,0.925
375118,2009,61,0.89
375118,2010,24,0.923
375118,2011,4,0.949
375118,2012,61,0.931
375118,2013,24,0.949
375118,2014,4,0.887
375118,2015,61,0.909
375118,2016,24,0.939
375118,2017,4,0.93
375118,2018,61,0.911
375118,2019,24,0.955
375118,2020,4,0.875
375125,2006,24,0.908
375125,2007,4,0.778
375125,2008,4,0.923
375125,2009,61,0.881
375125,2010,24,0.842
375125,2011,4,0.705
375125,2012,4,0.528
375125,2013,24,0.381
375125,2014,61,0.716
375125,2015,24,0.739
375125,2016,1,0.342
375125,2017,61,0.396
375125,2018,24,0.434
375125,2019,4,0.441
375125,2020,61,0.608
375132,2006,24,0.836
375132,2007,520,0.423
375132,2008,61,0.798
375132,2009,24,0.972
375132,2010,4,0.818
375132,2011,61,0.865
375132,2012,24,0.909
375132,2013,4,0.97
375132,2014,61,0.768
375132,2015,24,0.965
375132,2016,4,0.882
375132,2017,61,0.867
375132,2018,24,0.965
375132,2019,4,0.98
375132,2020,1,0.999
375136,2006,61,0.691
375136,2007,24,0.667
375136,2008,4,0.864
375136,2009,61,0.575
375136,2010,24,0.88
375136,2011,4,0.945
375136,2012,61,0.612
375136,2013,24,0.721
375136,2014,4,0.587
375136,2015,61,0.615
375136,2016,24,0.588
375136,2017,4,0.61
375136,2018,61,0.531
375136,2019,24,0.605
375136,2020,1,0.976
375137,2006,61,0.959
375137,2007,24,0.883
375137,2008,61,0.874
375137,2009,24,0.987
375137,2010,24,0.386
375137,2011,1,0.343
375137,2012,24,0.342
375137,2013,24,0.401
375137,2014,61,0.328
375137,2015,24,0.346
375137,2016,1,0.363
375137,2017,1,0.364
375137,2018,24,0.339
375137,2019,1,0.964
375137,2020,1,0.969
375142,2006,24,0.708
375142,2007,24,0.663
375142,2008,4,0.825
375142,2009,61,0.909
375142,2010,24,0.985
375142,2011,1,0.984
375142,2012,4,0.96
375142,2013,61,0.969
375142,2014,24,0.971
375142,2015,4,0.989
375142,2016,61,0.993
375142,2017,24,0.989
375142,2018,4,0.977
375142,2019,61,0.993
375142,2020,24,0.993
375143,2006,24,0.874
375143,2007,1,0.941
375143,2008,61,0.521
375143,2009,24,0.517
375143,2010,1,0.991
375143,2011,1,0.983
375143,2012,1,0.978
375143,2013,4,0.984
375143,2014,1,0.99
375143,2015,1,0.991
375143,2016,24,0.975
375143,2017,1,0.983
375143,2018,1,0.984
375143,2019,61,0.964
375143,2020,24,0.977
375147,2006,61,0.381
375147,2007,4,0.479
375147,2008,4,0.275
375147,2009,1,1
375147,2010,1,0.947
375147,2011,1,0.944
375147,2012,24,0.52
375147,2013,24,0.572
375147,2014,61,0.852
375147,2015,24,0.677
375147,2016,4,0.979
375147,2017,61,1
375147,2018,24,1
375147,2019,1,1
375147,2020,61,1
375148,2006,520,0.755
375148,2007,1,0.995
375148,2008,4,0.806
375148,2009,61,0.478
375148,2010,1,0.998
375148,2011,61,0.545
375148,2012,24,0.75
375148,2013,1,0.965
375148,2014,61,0.711
375148,2015,24,0.933
375148,2016,1,0.906
375148,2017,61,0.7
375148,2018,24,0.852
375148,2019,1,0.885
375148,2020,61,0.752
375150,2006,520,0.818
375150,2007,520,0.852
375150,2008,520,0.977
375150,2009,520,0.977
375150,2010,520,0.991
375150,2011,520,0.993
375150,2012,520,0.993
375150,2013,520,0.993
375150,2014,520,0.993
375150,2015,520,0.993
375150,2016,520,0.993
375150,2017,520,0.993
375150,2018,520,0.993
375150,2019,520,0.955
375150,2020,520,0.955
375161,2006,24,0.857
375161,2007,24,0.466
375161,2008,24,0.442
375161,2009,24,0.476
375161,2010,61,0.507
375161,2011,24,0.514
375161,2012,24,0.457
375161,2013,1,0.936
375161,2014,61,0.923
375161,2015,24,0.958
375161,2016,1,0.957
375161,2017,1,0.953
375161,2018,61,0.725
375161,2019,1,0.983
375161,2020,1,0.973
375164,2006,24,0.628
375164,2007,1,0.575
375164,2008,5,0.685
375164,2009,1,0.911
375164,2010,1,0.961
375164,2011,5,0.59
375164,2012,24,0.691
375164,2013,1,0.684
375164,2014,4,0.868
375164,2015,61,0.68
375164,2016,24,0.886
375164,2017,1,0.98
375164,2018,1,0.958
375164,2019,5,0.683
375164,2020,24,0.703
375167,2006,61,0.882
375167,2007,24,0.882
375167,2008,1,0.969
375167,2009,61,0.949
375167,2010,24,0.962
375167,2011,1,0.94
375167,2012,61,0.972
375167,2013,24,0.969
375167,2014,1,0.942
375167,2015,61,0.948
375167,2016,24,0.973
375167,2017,1,0.965
375167,2018,61,0.959
375167,2019,24,0.952
375167,2020,1,0.95
375171,2006,4,0.784
375171,2007,61,0.405
375171,2008,24,0.822
375171,2009,520,0.893
375171,2010,1,0.962
375171,2011,1,0.964
375171,2012,1,0.908
375171,2013,4,0.942
375171,2014,61,0.861
375171,2015,24,0.658
375171,2016,1,0.618
375171,2017,61,0.564
375171,2018,24,0.659
375171,2019,1,0.638
375171,2020,61,0.613
375173,2006,24,0.877
375173,2007,1,0.828
375173,2008,61,0.987
375173,2009,24,0.988
375173,2010,1,0.993
375173,2011,61,0.977
375173,2012,24,0.989
375173,2013,1,0.985
375173,2014,61,0.962
375173,2015,24,0.994
375173,2016,61,0.985
375173,2017,24,0.986
375173,2018,1,0.985
375173,2019,61,0.954
375173,2020,24,0.954
375179,2006,61,0.479
375179,2007,520,0.713
375179,2008,24,0.941
375179,2009,1,0.415
375179,2010,24,0.571
375179,2011,1,0.558
375179,2012,24,0.848
375179,2013,61,0.431
375179,2014,24,0.934
375179,2015,61,0.647
375179,2016,24,0.94
375179,2017,61,0.905
375179,2018,24,0.957
375179,2019,1,0.904
375179,2020,61,0.715
375184,2006,24,0.78
375184,2007,1,0.309
375184,2008,24,0.452
375184,2009,61,0.697
375184,2010,24,0.737
375184,2011,1,0.779
375184,2012,1,0.671
375184,2013,4,0.827
375184,2014,1,0.781
375184,2015,1,0.466
375184,2016,1,0.834
375184,2017,1,0.778
375184,2018,24,0.632
375184,2019,61,0.72
375184,2020,1,0.825
375185,2006,1,0.681
375185,2007,520,1
375185,2008,520,0.607
375185,2009,1,0.768
375185,2010,1,0.652
375185,2011,24,0.547
375185,2012,1,0.649
375185,2013,24,0.673
375185,2014,24,0.64
375185,2015,1,0.774
375185,2016,61,0.554
375185,2017,24,0.673
375185,2018,1,0.599
375185,2019,28,0.337
375185,2020,24,0.666
375186,2006,24,0.575
375186,2007,520,0.497
375186,2008,24,0.692
375186,2009,61,0.595
375186,2010,1,0.736
375186,2011,61,0.419
375186,2012,24,0.595
375186,2013,4,0.397
375186,2014,61,0.621
375186,2015,24,0.707
375186,2016,1,0.736
375186,2017,4,0.363
375186,2018,24,0.703
375186,2019,1,0.887
375186,2020,61,0.821
375195,2006,4,0.824
375195,2007,1,0.91
375195,2008,1,0.979
375195,2009,1,0.981
375195,2010,5,0.728
375195,2011,1,0.91
375195,2012,24,0.964
375195,2013,1,0.965
375195,2014,520,0.462
375195,2015,1,0.891
375195,2016,1,0.953
375195,2017,1,0.992
375195,2018,1,0.99
375195,2019,1,0.983
375195,2020,1,0.978
375196,2006,24,0.933
375196,2007,1,0.865
375196,2008,1,0.881
375196,2009,4,0.591
375196,2010,1,0.909
375196,2011,1,0.927
375196,2012,1,0.864
375196,2013,1,0.872
375196,2014,4,0.5
375196,2015,24,0.908
375196,2016,1,0.905
375196,2017,5,0.698
375196,2018,24,0.906
375196,2019,1,0.981
375196,2020,1,0.987
375198,2006,1,0.869
375198,2007,24,0.888
375198,2008,1,0.941
375198,2009,1,0.913
375198,2010,1,0.936
375198,2011,1,0.943
375198,2012,1,0.956
375198,2013,1,0.932
375198,2014,1,0.945
375198,2015,24,0.949
375198,2016,1,0.962
375198,2017,1,0.951
375198,2018,1,0.955
375198,2019,1,0.955
375198,2020,1,0.964
375203,2006,1,0.438
375203,2007,1,0.409
375203,2008,61,0.806
375203,2009,24,0.809
375203,2010,1,0.709
375203,2011,61,0.818
375203,2012,24,0.871
375203,2013,1,1
375203,2014,520,0.49
375203,2015,24,0.7
375203,2016,1,0.985
375203,2017,61,0.97
375203,2018,24,0.875
375203,2019,1,0.909
375203,2020,61,0.784
375208,2006,1,0.727
375208,2007,1,0.445
375208,2008,1,0.945
375208,2009,1,0.981
375208,2010,1,0.981
375208,2011,1,0.981
375208,2012,1,0.913
375208,2013,1,0.953
375208,2014,1,0.836
375208,2015,1,0.981
375208,2016,28,0.402
375208,2017,24,0.852
375208,2018,1,0.981
375208,2019,1,0.885
375208,2020,1,0.885
375213,2006,1,0.832
375213,2007,61,0.806
375213,2008,24,0.879
375213,2009,1,0.896
375213,2010,61,0.922
375213,2011,24,0.912
375213,2012,1,0.872
375213,2013,61,0.822
375213,2014,24,0.908
375213,2015,1,0.907
375213,2016,61,0.887
375213,2017,24,0.923
375213,2018,1,0.933
375213,2019,61,0.913
375213,2020,24,0.939
375214,2006,1,0.931
375214,2007,1,0.929
375214,2008,1,0.994
375214,2009,1,0.98
375214,2010,1,0.945
375214,2011,1,0.564
375214,2012,1,0.544
375214,2013,1,0.482
375214,2014,1,0.546
375214,2015,1,0.579
375214,2016,1,0.529
375214,2017,1,0.649
375214,2018,1,0.483
375214,2019,1,0.539
375214,2020,1,0.588
375215,2006,1,0.933
375215,2007,1,0.868
375215,2008,5,0.924
375215,2009,1,0.98
375215,2010,1,0.965
375215,2011,5,0.891
375215,2012,1,0.997
375215,2013,1,0.95
375215,2014,1,0.572
375215,2015,1,0.976
375215,2016,1,0.973
375215,2017,5,0.988
375215,2018,1,0.967
375215,2019,1,0.965
375215,2020,5,0.948
375218,2006,61,0.746
375218,2007,24,0.768
375218,2008,520,0.45
375218,2009,520,0.808
375218,2010,4,0.801
375218,2011,61,0.875
375218,2012,1,0.839
375218,2013,61,0.847
375218,2014,24,0.945
375218,2015,1,0.929
375218,2016,61,0.947
375218,2017,24,0.976
375218,2018,1,0.958
375218,2019,61,0.935
375218,2020,24,0.939
375219,2006,61,0.892
375219,2007,24,0.854
375219,2008,61,0.929
375219,2009,24,0.92
375219,2010,61,0.923
375219,2011,24,0.93
375219,2012,61,0.886
375219,2013,24,0.867
375219,2014,61,0.913
375219,2015,24,0.925
375219,2016,4,0.869
375219,2017,61,0.911
375219,2018,24,0.926
375219,2019,1,0.853
375219,2020,1,0.919
375221,2006,1,0.495
375221,2007,520,0.421
375221,2008,24,0.509
375221,2009,1,0.352
375221,2010,1,0.799
375221,2011,61,0.565
375221,2012,24,0.609
375221,2013,1,0.474
375221,2014,61,0.512
375221,2015,24,0.712
375221,2016,1,0.85
375221,2017,4,0.554
375221,2018,24,0.718
375221,2019,1,0.981
375221,2020,61,0.756
375224,2006,24,0.808
375224,2007,520,0.737
375224,2008,520,0.93
375224,2009,1,0.9
375224,2010,61,0.881
375224,2011,24,0.914
375224,2012,1,0.882
375224,2013,4,0.858
375224,2014,61,0.788
375224,2015,24,0.909
375224,2016,1,0.909
375224,2017,1,0.914
375224,2018,61,0.764
375224,2019,24,0.909
375224,2020,1,0.883
375225,2006,24,0.735
375225,2007,61,0.727
375225,2008,24,0.959
375225,2009,61,0.909
375225,2010,24,0.983
375225,2011,61,0.962
375225,2012,24,0.994
375225,2013,1,0.736
375225,2014,4,0.685
375225,2015,61,0.694
375225,2016,24,0.726
375225,2017,4,0.725
375225,2018,4,0.698
375225,2019,61,0.714
375225,2020,24,0.726
375227,2006,4,0.359
375227,2007,1,0.905
375227,2008,6,0.676
375227,2009,1,0.927
375227,2010,1,0.984
375227,2011,4,0.926
375227,2012,1,0.941
375227,2013,4,0.714
375227,2014,1,0.922
375227,2015,1,0.94
375227,2016,1,0.965
375227,2017,6,0.83
375227,2018,1,0.948
375227,2019,5,0.567
375227,2020,1,0.937
375228,2006,24,0.947
375228,2007,1,0.91
375228,2008,61,0.944
375228,2009,24,0.941
375228,2010,1,0.91
375228,2011,24,0.855
375228,2012,24,0.939
375228,2013,1,0.951
375228,2014,1,0.923
375228,2015,1,0.907
375228,2016,1,0.924
375228,2017,1,0.909
375228,2018,1,0.924
375228,2019,1,0.988
375228,2020,24,0.981
375230,2006,24,0.913
375230,2007,4,0.896
375230,2008,61,0.918
375230,2009,24,0.939
375230,2010,4,0.929
375230,2011,61,0.943
375230,2012,24,0.942
375230,2013,4,0.931
375230,2014,61,0.898
375230,2015,24,0.909
375230,2016,4,0.904
375230,2017,61,0.929
375230,2018,24,0.943
375230,2019,4,0.88
375230,2020,61,0.949
375242,2006,61,0.911
375242,2007,24,0.926
375242,2008,4,0.943
375242,2009,4,0.943
375242,2010,61,0.963
375242,2011,24,0.958
375242,2012,1,0.806
375242,2013,4,0.639
375242,2014,61,0.383
375242,2015,4,0.797
375242,2016,4,0.666
375242,2017,61,0.452
375242,2018,24,0.873
375242,2019,4,0.867
375242,2020,4,0.895
375245,2006,61,0.414
375245,2007,24,0.726
375245,2008,5,0.388
375245,2009,24,0.656
375245,2010,5,0.427
375245,2011,24,0.976
375245,2012,1,0.576
375245,2013,61,0.716
375245,2014,24,0.899
375245,2015,61,0.803
375245,2016,24,0.876
375245,2017,61,0.768
375245,2018,24,0.904
375245,2019,61,0.934
375245,2020,24,0.928
375247,2006,1,0.733
375247,2007,1,0.446
375247,2008,1,0.491
375247,2009,1,0.5
375247,2010,1,0.543
375247,2011,1,0.541
375247,2012,1,0.484
375247,2013,24,0.504
375247,2014,1,0.944
375247,2015,24,0.507
375247,2016,24,0.512
375247,2017,1,0.47
375247,2018,24,0.497
375247,2019,1,0.506
375247,2020,1,0.977
375248,2006,1,0.897
375248,2007,1,0.982
375248,2008,1,0.96
375248,2009,1,0.986
375248,2010,1,0.986
375248,2011,1,0.971
375248,2012,1,0.988
375248,2013,1,0.94
375248,2014,1,0.969
375248,2015,1,0.972
375248,2016,1,0.985
375248,2017,5,0.929
375248,2018,1,0.969
375248,2019,1,0.977
375248,2020,1,0.996
375249,2006,61,0.671
375249,2007,520,0.963
375249,2008,520,0.947
375249,2009,520,0.783
375249,2010,520,0.959
375249,2011,520,0.967
375249,2012,520,0.968
375249,2013,520,0.714
375249,2014,24,0.765
375249,2015,1,0.854
375249,2016,1,0.919
375249,2017,1,0.874
375249,2018,1,0.95
375249,2019,1,0.969
375249,2020,1,0.958
375251,2006,61,0.963
375251,2007,24,0.902
375251,2008,61,0.65
375251,2009,24,0.69
375251,2010,61,0.512
375251,2011,24,0.527
375251,2012,4,0.474
375251,2013,61,0.362
375251,2014,24,0.352
375251,2015,4,0.353
375251,2016,61,0.333
375251,2017,24,0.354
375251,2018,1,0.656
375251,2019,61,0.635
375251,2020,4,0.334
375256,2006,520,0.748
375256,2007,520,0.821
375256,2008,520,0.934
375256,2009,520,0.942
375256,2010,520,0.951
375256,2011,520,0.941
375256,2012,520,0.863
375256,2013,520,0.957
375256,2014,520,0.957
375256,2015,520,0.957
375256,2016,520,0.941
375256,2017,520,0.957
375256,2018,520,0.951
375256,2019,520,0.949
375256,2020,520,0.934
375259,2006,520,0.671
375259,2007,520,0.746
375259,2008,520,0.804
375259,2009,520,0.814
375259,2010,520,0.811
375259,2011,520,0.789
375259,2012,520,0.809
375259,2013,520,0.81
375259,2014,520,0.824
375259,2015,520,0.819
375259,2016,520,0.817
375259,2017,520,0.819
375259,2018,520,0.816
375259,2019,520,0.94
375259,2020,520,0.94
375262,2006,24,0.895
375262,2007,61,0.815
375262,2008,24,0.955
375262,2009,1,0.946
375262,2010,1,0.969
375262,2011,1,0.974
375262,2012,24,0.878
375262,2013,1,0.958
375262,2014,1,0.938
375262,2015,1,0.957
375262,2016,61,0.926
375262,2017,24,0.954
375262,2018,1,0.979
375262,2019,1,0.974
375262,2020,1,0.979
375281,2006,61,0.468
375281,2007,24,0.453
375281,2008,1,0.804
375281,2009,61,0.332
375281,2010,520,0.725
375281,2011,1,0.495
375281,2012,520,0.59
375281,2013,1,0.751
375281,2014,24,0.512
375281,2015,1,0.446
375281,2016,1,0.95
375281,2017,61,0.701
375281,2018,24,0.886
375281,2019,1,0.695
375281,2020,1,0.752
375282,2006,1,0.847
375282,2007,1,0.942
375282,2008,4,0.344
375282,2009,1,0.962
375282,2010,5,0.886
375282,2011,1,0.969
375282,2012,5,0.494
375282,2013,1,0.953
375282,2014,1,0.525
375282,2015,1,0.965
375282,2016,5,0.717
375282,2017,1,0.977
375282,2018,5,0.88
375282,2019,1,0.997
375282,2020,1,0.904
375283,2006,24,0.483
375283,2006,520,0.483
375283,2007,520,0.707
375283,2008,520,0.773
375283,2009,1,0.904
375283,2010,1,0.944
375283,2011,1,0.921
375283,2012,1,0.958
375283,2013,1,0.927
375283,2014,1,0.852
375283,2015,61,0.75
375283,2016,61,0.705
375283,2017,1,0.494
375283,2018,61,0.414
375283,2019,61,0.392
375283,2020,24,0.404
375286,2006,520,0.549
375286,2007,520,0.778
375286,2008,520,0.83
375286,2009,520,0.715
375286,2010,1,0.344
375286,2011,520,0.684
375286,2012,520,0.63
375286,2013,520,0.678
375286,2014,520,0.799
375286,2015,520,0.648
375286,2016,520,0.668
375286,2017,520,0.668
375286,2018,520,0.648
375286,2019,520,0.656
375286,2020,520,0.656
375288,2006,1,0.923
375288,2007,61,0.779
375288,2008,24,0.95
375288,2009,1,0.97
375288,2010,61,0.877
375288,2011,225,0.554
375288,2012,1,0.947
375288,2013,61,0.956
375288,2014,24,0.986
375288,2015,1,0.989
375288,2016,61,0.969
375288,2017,24,0.985
375288,2018,1,0.987
375288,2019,61,0.967
375288,2020,24,0.985
375289,2006,1,0.662
375289,2007,1,0.832
375289,2008,61,0.588
375289,2009,1,1
375289,2010,61,0.638
375289,2011,1,0.884
375289,2012,1,0.635
375289,2013,1,0.82
375289,2014,61,0.618
375289,2015,1,0.759
375289,2016,61,0.78
375289,2017,1,0.858
375289,2018,61,0.636
375289,2019,1,0.804
375289,2020,61,0.642
375295,2006,24,0.736
375295,2007,520,0.608
375295,2008,24,0.579
375295,2009,1,0.665
375295,2010,61,0.7
375295,2011,24,0.689
375295,2012,1,0.679
375295,2013,4,0.745
375295,2014,1,0.436
375295,2015,24,0.722
375295,2016,1,0.847
375295,2017,1,0.853
375295,2018,61,0.846
375295,2019,24,0.862
375295,2020,1,0.911
375299,2006,1,0.703
375299,2007,1,0.809
375299,2008,61,0.529
375299,2009,24,0.518
375299,2010,5,0.44
375299,2011,61,0.283
375299,2012,1,0.711
375299,2013,1,0.479
375299,2014,61,0.443
375299,2015,24,0.617
375299,2016,24,0.617
375299,2017,1,0.71
375299,2018,1,0.791
375299,2019,1,0.812
375299,2020,1,0.812
375300,2006,61,0.556
375300,2007,24,0.57
375300,2008,61,0.709
375300,2009,61,0.787
375300,2010,24,0.81
375300,2011,4,0.726
375300,2012,520,0.409
375300,2013,24,0.498
375300,2014,520,0.748
375300,2015,24,0.581
375300,2016,24,0.408
375300,2017,1,0.459
375300,2018,24,0.446
375300,2019,1,0.52
375300,2020,1,0.631
375302,2006,61,0.977
375302,2007,24,0.844
375302,2008,61,0.95
375302,2009,24,0.954
375302,2010,1,0.925
375302,2011,61,0.933
375302,2012,24,0.983
375302,2013,1,0.966
375302,2014,4,0.85
375302,2015,61,0.936
375302,2016,24,0.966
375302,2017,4,0.958
375302,2018,61,0.959
375302,2019,24,0.96
375302,2020,4,0.735
375308,2006,1,0.59
375308,2007,1,0.678
375308,2008,61,0.918
375308,2009,24,0.937
375308,2010,1,0.939
375308,2011,5,0.842
375308,2012,24,0.926
375308,2013,1,0.954
375308,2014,1,0.911
375308,2015,24,0.589
375308,2016,1,0.947
375308,2017,1,0.945
375308,2018,1,0.941
375308,2019,1,0.914
375308,2020,1,0.926
375309,2006,1,0.865
375309,2007,61,0.588
375309,2008,24,0.9
375309,2009,1,0.9
375309,2010,1,0.92
375309,2011,1,0.922
375309,2012,61,0.891
375309,2013,24,0.935
375309,2014,1,0.926
375309,2015,61,0.92
375309,2016,24,0.926
375309,2017,1,0.93
375309,2018,1,0.923
375309,2019,1,0.921
375309,2020,1,0.946
375316,2006,24,0.923
375316,2007,1,0.928
375316,2008,4,0.97
375316,2009,1,0.978
375316,2010,1,0.977
375316,2011,61,0.972
375316,2012,24,0.979
375316,2013,1,0.979
375316,2014,1,0.977
375316,2015,61,0.977
375316,2016,24,0.977
375316,2017,61,0.977
375316,2018,24,0.99
375316,2019,1,0.994
375316,2020,1,0.994
375318,2006,1,0.683
375318,2007,1,0.665
375318,2008,61,0.922
375318,2009,24,0.867
375318,2010,1,0.88
375318,2011,61,0.966
375318,2012,24,0.782
375318,2013,1,0.85
375318,2014,520,0.547
375318,2015,24,0.953
375318,2016,1,0.872
375318,2017,61,0.835
375318,2018,24,0.917
375318,2019,1,0.712
375318,2020,61,0.646
375327,2006,520,0.404
375327,2007,24,0.33
375327,2008,24,0.425
375327,2009,1,0.858
375327,2010,1,0.971
375327,2011,1,1
375327,2012,1,0.962
375327,2013,1,0.831
375327,2014,24,0.534
375327,2015,1,0.933
375327,2016,1,0.961
375327,2017,24,0.728
375327,2018,1,0.945
375327,2019,1,0.831
375327,2020,1,0.858
375329,2006,1,0.863
375329,2007,61,0.732
375329,2008,24,0.886
375329,2009,1,0.92
375329,2010,1,0.986
375329,2011,1,0.979
375329,2012,1,0.954
375329,2013,4,0.954
375329,2014,1,0.824
375329,2015,61,0.88
375329,2016,1,0.98
375329,2017,1,0.972
375329,2018,1,0.986
375329,2019,1,0.973
375329,2020,1,0.968
